"REPORT_ID","MONTH_DW","LAST_MONTHS","AMOUNT"
"820945","2013.10       ","1","2028.00"
"820945","2014.11       ","2","479.00"
"820945","2014.10       ","1","219.00"
"818256","2016.06       ","7","17432.00"
"818256","2016.05       ","6","16383.00"
"818256","2016.04       ","5","24341.00"
"818256","2016.03       ","4","22892.00"
"818256","2016.02       ","3","21670.00"
"818256","2016.01       ","2","17484.00"
"818256","2015.12       ","1","13100.00"
"818256","--            ","",""
"818314","2014.12       ","1","227.00"
"818314","2012.10       ","1","305.00"
"818314","2012.07       ","5","5314.00"
"818314","2012.06       ","4","4188.00"
"818314","2012.05       ","3","3099.00"
"818314","2012.04       ","2","2042.00"
"818314","2013.07       ","1","646.00"
"818314","2013.02       ","2","1357.00"
"818314","2013.01       ","1","660.00"
"818314","2012.11       ","1","739.00"
"818314","2012.09       ","1","700.00"
"818314","2012.05       ","1","821.00"
"818314","2012.04       ","1","644.00"
"818314","--            ","",""
"818314","2012.12       ","4","1804.00"
"818314","2012.11       ","4","981.00"
"818314","2012.10       ","3","810.00"
"818314","2012.09       ","2","440.00"
"818314","2012.08       ","1","568.00"
"818314","2012.04       ","2","1105.00"
"818343","2015.01       ","1","1171.00"
"818343","2014.06       ","2","4316.00"
"818343","2014.05       ","1","635.00"
"818343","2014.03       ","1","2574.00"
"818343","2013.10       ","1","322.00"
"818343","2013.05       ","1","548.00"
"818343","2013.03       ","1","5819.00"
"818343","2012.12       ","1","1234.00"
"818343","2012.09       ","1","5632.00"
"818343","2012.07       ","1","503.00"
"818343","2012.05       ","1","267.00"
"818343","--            ","",""
"818343","2015.01       ","1","2826.00"
"818343","2014.09       ","1","7389.00"
"818343","2014.08       ","1","6415.00"
"818343","2012.06       ","1","1114.00"
"818343","2015.01       ","1","708.00"
"818343","2013.12       ","1","26.00"
"818343","2013.05       ","1","825.00"
"818343","2012.11       ","1","7.00"
"818343","2015.01       ","1","2807.00"
"818343","--            ","",""
"819902","2014.05       ","1","3471.00"
"819902","2013.10       ","1","1981.00"
"819902","2013.09       ","2","12180.00"
"819902","2013.08       ","2","23705.00"
"819902","2013.07       ","2","21294.00"
"819902","2013.06       ","2","6086.00"
"819902","2013.05       ","1","2323.00"
"819902","--            ","",""
"819902","2014.02       ","1","501.00"
"819902","2013.09       ","1","53.00"
"819902","2013.06       ","1","637.00"
"819902","2013.04       ","1","618.00"
"819902","2013.01       ","1","633.00"
"819902","2012.07       ","1","633.00"
"819902","2014.05       ","1","759.00"
"819902","2013.12       ","1","37.00"
"819902","2013.08       ","1","236.00"
"819902","2013.06       ","1","1029.00"
"819902","2013.06       ","1","658.00"
"819902","2013.03       ","1","637.00"
"819902","2012.12       ","1","649.00"
"819902","2012.07       ","1","651.00"
"819902","2013.11       ","1","2667.00"
"819902","2013.03       ","1","1147.00"
"819902","2013.01       ","1","2104.00"
"819902","--            ","",""
"817336","2015.02       ","1","86.00"
"817336","--            ","",""
"817336","2015.02       ","1","1488.00"
"817336","--            ","",""
"823504","2014.10       ","2","1418.00"
"823504","2014.09       ","1","316.00"
"823504","2014.08       ","1","32.00"
"823504","2014.04       ","1","208.00"
"823504","2014.02       ","1","21.00"
"823504","--            ","",""
"823504","2014.11       ","1","116.00"
"823504","2014.09       ","1","284.00"
"823504","2014.04       ","1","72.00"
"823504","--            ","",""
"816783","2014.09       ","1","305.00"
"816783","2014.07       ","1","2683.00"
"816783","2014.03       ","1","655.00"
"816783","--            ","",""
"816783","2015.02       ","1","81.00"
"816783","2014.11       ","1","2138.00"
"816783","2014.08       ","1","1650.00"
"816783","2014.06       ","1","3049.00"
"816783","2014.04       ","1","107.00"
"816783","2014.03       ","1","352.00"
"818526","2015.02       ","1","1546.00"
"818526","2014.11       ","2","2611.00"
"818526","2014.10       ","1","1224.00"
"818526","2014.08       ","2","1559.00"
"818526","2014.07       ","2","2329.00"
"818526","2014.06       ","1","1098.00"
"818526","2014.05       ","1","1019.00"
"818526","2014.03       ","2","1857.00"
"818526","2014.02       ","1","850.00"
"818526","2013.09       ","1","932.00"
"820267","2013.02       ","1","1022.00"
"820267","--            ","",""
"845616","2015.02       ","1","3316.00"
"845616","2014.07       ","1","912.00"
"845616","2014.06       ","1","4219.00"
"845616","2014.03       ","1","923.00"
"845616","2013.12       ","1","1798.00"
"845616","2013.11       ","1","1492.00"
"845616","2013.07       ","1","2054.00"
"845616","2013.03       ","1","2648.00"
"845616","2013.01       ","1","878.00"
"845616","2012.05       ","1","3171.00"
"845616","2012.04       ","1","2666.00"
"845616","--            ","",""
"845616","2015.01       ","1","520.00"
"845616","2013.05       ","1","1611.00"
"845616","2013.02       ","1","263.00"
"845616","2012.07       ","1","419.00"
"845616","2012.04       ","1","30.00"
"845616","--            ","",""
"842746","2015.02       ","1","3466.00"
"842746","2015.01       ","1","9515.00"
"842746","2014.11       ","1","1339.00"
"842746","2014.02       ","1","1560.00"
"842746","2014.01       ","1","15.00"
"842746","2013.12       ","1","714.00"
"842746","2013.05       ","1","1252.00"
"842746","2012.08       ","1","299.00"
"842746","2013.06       ","1","569.00"
"842746","2013.04       ","1","549.00"
"842746","2012.11       ","1","605.00"
"842746","2012.06       ","1","679.00"
"842746","2014.11       ","1","110.00"
"842746","--            ","",""
"842753","2015.02       ","1","322.00"
"842753","2014.12       ","1","312.00"
"842753","2014.10       ","1","486.00"
"842753","2014.06       ","1","141.00"
"842753","2014.05       ","1","302.00"
"842753","2014.03       ","1","356.00"
"842753","2014.01       ","1","348.00"
"842753","2013.11       ","1","255.00"
"842753","2013.10       ","1","319.00"
"842753","2013.07       ","1","178.00"
"842753","2013.06       ","1","227.00"
"842753","2013.05       ","2","510.00"
"842753","2013.04       ","1","300.00"
"842753","2013.01       ","1","383.00"
"842753","2012.10       ","1","328.00"
"842753","2012.07       ","1","54.00"
"842753","2012.04       ","1","71.00"
"842753","--            ","",""
"842753","2015.11       ","1","100.00"
"842753","2015.09       ","1","123.00"
"842753","2015.07       ","1","163.00"
"842753","2015.05       ","1","160.00"
"842753","2015.03       ","2","164.00"
"842753","2015.02       ","1","186.00"
"842753","2014.12       ","1","209.00"
"842753","2014.10       ","1","258.00"
"842753","2014.07       ","1","281.00"
"842753","2014.05       ","2","67.00"
"842753","2014.04       ","1","328.00"
"842753","2014.02       ","1","374.00"
"842753","2013.12       ","1","482.00"
"842753","2013.10       ","2","476.00"
"842753","2013.09       ","1","570.00"
"842753","2013.07       ","1","570.00"
"842753","2013.05       ","2","432.00"
"842753","2013.04       ","1","751.00"
"842753","2013.02       ","1","854.00"
"842753","2012.12       ","1","825.00"
"842753","2012.09       ","1","619.00"
"842753","2012.07       ","1","596.00"
"842753","2014.04       ","4","502.00"
"842753","2014.03       ","3","155.00"
"842753","2014.02       ","2","1429.00"
"842753","2014.01       ","1","1306.00"
"842753","2013.10       ","7","977.00"
"842753","2013.09       ","7","1133.00"
"842753","2013.08       ","7","1844.00"
"842753","2013.07       ","7","1226.00"
"842753","2013.06       ","7","879.00"
"842753","2013.05       ","6","251.00"
"842753","2013.04       ","5","796.00"
"842753","2013.03       ","4","312.00"
"842753","2013.02       ","3","1798.00"
"842753","2013.01       ","2","1165.00"
"842753","2012.12       ","1","537.00"
"842753","2012.10       ","1","931.00"
"842753","2012.08       ","5","883.00"
"842753","2012.07       ","4","416.00"
"842753","2012.06       ","3","826.00"
"842753","2012.05       ","2","363.00"
"842753","2012.04       ","1","400.00"
"842753","--            ","",""
"842753","2015.12       ","2","531.00"
"842753","2015.11       ","1","215.00"
"842753","2015.09       ","1","8.00"
"842753","2015.07       ","1","62.00"
"842753","2015.05       ","1","175.00"
"842753","2015.02       ","1","135.00"
"842753","2014.11       ","1","190.00"
"842753","2014.08       ","1","64.00"
"842753","2014.06       ","1","169.00"
"842753","2014.04       ","1","197.00"
"842753","2013.06       ","1","12.00"
"842753","2013.03       ","1","1412.00"
"842753","2013.02       ","1","294.00"
"842753","2012.09       ","1","1.00"
"842753","2012.06       ","1","28.00"
"842753","--            ","",""
"844802","2013.09       ","1","681.00"
"844802","--            ","",""
"846585","2014.08       ","1","213.00"
"846585","2014.03       ","1","401.00"
"846585","2013.12       ","1","78.00"
"846585","2013.11       ","1","510.00"
"846585","2012.12       ","1","391.00"
"846585","2012.10       ","1","88.00"
"846585","2012.09       ","1","420.00"
"846585","2012.05       ","1","399.00"
"846585","2013.04       ","3","5.00"
"846585","2013.03       ","2","4.00"
"846585","2013.02       ","1","2.00"
"846585","2012.12       ","4","552.00"
"846585","2012.11       ","3","408.00"
"846585","2012.10       ","2","269.00"
"846585","2012.09       ","1","133.00"
"846585","2012.07       ","6","8389.00"
"846585","2012.06       ","5","6924.00"
"846585","2012.05       ","6","5515.00"
"846585","2012.04       ","5","5955.00"
"846585","--            ","",""
"846585","2012.12       ","1","58.00"
"846585","2012.10       ","3","289.00"
"846585","2012.09       ","2","136.00"
"846585","2012.08       ","1","166.00"
"846585","2012.06       ","7","1031.00"
"846585","2012.05       ","6","678.00"
"846585","2012.04       ","5","334.00"
"846585","--            ","",""
"846585","2012.12       ","7","2024.00"
"846585","2012.11       ","7","1993.00"
"846585","2012.10       ","7","1960.00"
"846585","2012.09       ","6","1892.00"
"846585","2012.08       ","6","9678.00"
"846585","2012.07       ","5","14449.00"
"846585","2012.06       ","4","14199.00"
"846585","2012.05       ","5","18884.00"
"846585","2012.04       ","5","20495.00"
"846585","--            ","",""
"846585","2013.04       ","7","168.00"
"846585","2013.03       ","7","168.00"
"846585","2013.02       ","6","158.00"
"846585","2013.01       ","5","146.00"
"846585","2012.12       ","4","134.00"
"846585","2012.11       ","3","122.00"
"846585","2012.10       ","2","110.00"
"846585","2012.09       ","1","98.00"
"846585","2013.01       ","4","1371.00"
"846585","2012.12       ","3","1240.00"
"846585","2012.11       ","2","1109.00"
"846585","2012.10       ","1","981.00"
"846585","2012.08       ","3","2800.00"
"846585","2012.07       ","2","2215.00"
"846585","2012.06       ","1","1617.00"
"846585","2012.04       ","5","5886.00"
"846585","2012.12       ","3","420.00"
"846585","2012.11       ","2","299.00"
"846585","2012.10       ","1","179.00"
"846585","2012.08       ","1","337.00"
"846585","2012.07       ","2","944.00"
"846585","2012.06       ","1","539.00"
"846585","2012.04       ","5","875.00"
"846585","--            ","",""
"846585","2012.05       ","1","968.00"
"846585","--            ","",""
"841880","2014.03       ","4","21305.00"
"841880","2014.02       ","3","16081.00"
"841880","2014.01       ","2","10704.00"
"841880","2013.12       ","1","5002.00"
"841880","2013.10       ","2","89.00"
"841880","2013.09       ","1","4933.00"
"844225","2013.09       ","1","45.00"
"844225","--            ","",""
"844225","2016.07       ","1","323.00"
"844225","--            ","",""
"844280","2014.11       ","1","2269.00"
"844280","2014.01       ","1","50.00"
"844280","2014.09       ","1","96.00"
"844280","--            ","",""
"840555","2014.11       ","1","2757.00"
"840555","2014.06       ","1","2807.00"
"840555","2016.06       ","1","221.00"
"840555","--            ","",""
"846733","2016.02       ","1","253.00"
"846733","--            ","",""
"841500","2015.02       ","1","114.00"
"841500","--            ","",""
"842056","2013.05       ","2","19.00"
"842056","2013.04       ","1","8.00"
"844400","2014.03       ","1","158.00"
"844400","--            ","",""
"844400","2015.02       ","3","430.00"
"844400","2015.01       ","2","4.00"
"844400","2015.02       ","1","16.00"
"844400","--            ","",""
"840004","2014.11       ","1","1139.00"
"840004","2014.07       ","1","179.00"
"842187","2014.07       ","1","181.00"
"842187","2013.11       ","1","108.00"
"842187","2013.07       ","1","1.00"
"842187","2013.05       ","2","27.00"
"842187","2013.04       ","1","8.00"
"842187","2013.02       ","1","11.00"
"844500","2015.01       ","2","99.00"
"844500","2014.12       ","1","31.00"
"844500","2014.10       ","2","87.00"
"844500","2014.09       ","1","30.00"
"844500","2014.07       ","1","10.00"
"844500","2014.05       ","1","95.00"
"844500","2013.03       ","2","88.00"
"844500","2013.02       ","1","35.00"
"844500","2015.01       ","1","558.00"
"844500","2014.09       ","1","107.00"
"844500","2014.06       ","1","1165.00"
"844500","2014.03       ","1","1641.00"
"844500","2014.02       ","1","1234.00"
"844500","2012.09       ","1","1287.00"
"844500","2015.01       ","1","134.00"
"844500","2014.06       ","1","339.00"
"844500","2014.03       ","1","387.00"
"844500","2014.01       ","1","488.00"
"844500","2014.02       ","1","57.00"
"844500","--            ","",""
"836604","--            ","",""
"837204","2014.12       ","1","686.00"
"837204","2014.11       ","1","1564.00"
"837204","2014.10       ","1","1233.00"
"837204","2014.08       ","1","1398.00"
"837204","2014.06       ","1","1142.00"
"837204","2014.04       ","2","2819.00"
"839106","2014.03       ","1","1922.00"
"839106","2014.02       ","1","3230.00"
"839106","2013.10       ","1","256.00"
"839106","2013.04       ","1","827.00"
"839106","2012.12       ","1","104.00"
"839106","2012.10       ","1","444.00"
"839106","2012.07       ","1","1314.00"
"839106","2012.06       ","1","1022.00"
"839106","2014.03       ","1","67.00"
"839106","2014.01       ","1","30.00"
"839106","2013.10       ","1","274.00"
"839106","2012.11       ","1","62.00"
"839106","2012.07       ","1","287.00"
"839106","--            ","",""
"839106","2014.11       ","1","549.00"
"839106","2014.04       ","2","149.00"
"839106","2014.03       ","1","195.00"
"839106","2013.11       ","2","100.00"
"839106","2013.10       ","1","866.00"
"839106","--            ","",""
"839106","2013.12       ","1","1266.00"
"839106","2012.08       ","1","1192.00"
"839106","2013.11       ","1","534.00"
"839106","2013.01       ","1","442.00"
"837204","2014.03       ","1","1283.00"
"837204","2014.01       ","1","1206.00"
"837204","2013.09       ","2","5383.00"
"837204","2013.08       ","1","2314.00"
"837204","2013.06       ","1","1326.00"
"837204","2013.03       ","2","3182.00"
"837204","2013.02       ","1","1852.00"
"837204","2013.01       ","2","2609.00"
"837204","2012.12       ","1","973.00"
"837204","2012.10       ","2","2634.00"
"837204","2012.09       ","1","1145.00"
"837204","2012.07       ","1","1109.00"
"837204","2012.05       ","1","1029.00"
"837204","--            ","",""
"838589","2014.11       ","1","13.00"
"838589","2014.07       ","1","27.00"
"838589","2013.09       ","1","310.00"
"838589","--            ","",""
"831723","2015.02       ","7","1558.00"
"831723","2015.01       ","7","1474.00"
"831723","2014.12       ","7","1393.00"
"831723","2014.11       ","7","1317.00"
"831723","2014.10       ","7","1245.00"
"831723","2014.09       ","7","1176.00"
"831723","2014.08       ","7","1110.00"
"831723","2014.07       ","7","1048.00"
"831723","2014.06       ","7","988.00"
"831723","2014.05       ","7","932.00"
"831723","2014.04       ","7","879.00"
"831723","2014.03       ","7","829.00"
"831723","2014.02       ","7","772.00"
"831723","2014.01       ","7","694.00"
"831723","2013.12       ","7","620.00"
"831723","2013.11       ","7","550.00"
"831723","2013.10       ","7","484.00"
"831723","2013.09       ","7","421.00"
"831723","2013.08       ","7","361.00"
"831723","2013.07       ","6","304.00"
"831723","2013.06       ","5","249.00"
"831723","2013.05       ","4","196.00"
"831723","2013.04       ","3","145.00"
"831723","2013.03       ","2","96.00"
"831723","2013.02       ","1","47.00"
"831723","2012.12       ","1","56.00"
"831723","2013.12       ","4","695.00"
"831723","2013.11       ","3","517.00"
"831723","2013.10       ","2","344.00"
"831723","2013.09       ","1","173.00"
"831723","2013.07       ","1","133.00"
"831723","2013.04       ","1","225.00"
"831723","2013.02       ","1","206.00"
"831723","--            ","",""
"831723","2013.12       ","3","2658.00"
"831723","2013.11       ","2","1746.00"
"831723","2013.10       ","1","784.00"
"831723","2013.08       ","3","848.00"
"831723","2013.07       ","2","1597.00"
"831723","2013.06       ","1","788.00"
"831723","2013.03       ","1","804.00"
"831723","--            ","",""
"831723","2013.12       ","1","337.00"
"831723","2013.10       ","2","433.00"
"831723","2013.09       ","1","206.00"
"831723","2013.07       ","2","336.00"
"831723","2013.06       ","1","160.00"
"831723","2013.04       ","1","168.00"
"831723","2013.10       ","2","2317.00"
"831723","2013.09       ","1","927.00"
"831723","2013.04       ","1","594.00"
"831723","--            ","",""
"833682","2012.05       ","7","4194.00"
"833682","2012.04       ","7","4147.00"
"834101","2014.02       ","1","189.00"
"834101","--            ","",""
"838335","2014.09       ","1","74.00"
"838335","2014.08       ","1","1085.00"
"838335","2014.07       ","1","331.00"
"838335","--            ","",""
"838335","2014.10       ","1","899.00"
"838335","--            ","",""
"838885","2014.03       ","1","21.00"
"838885","2014.01       ","2","100.00"
"838885","2013.12       ","3","150.00"
"838885","2013.11       ","2","100.00"
"838885","2013.10       ","1","50.00"
"838885","2013.02       ","1","24.00"
"838885","2013.01       ","1","210.00"
"838885","2012.09       ","1","399.00"
"838885","2012.07       ","1","156.00"
"838885","2012.06       ","1","482.00"
"838885","2012.05       ","2","966.00"
"838885","2012.04       ","1","460.00"
"833341","2014.10       ","2","614.00"
"833341","2014.09       ","1","206.00"
"833341","2014.06       ","3","137.00"
"833341","2014.05       ","2","610.00"
"833341","2014.04       ","1","196.00"
"833341","--            ","",""
"833341","2014.06       ","3","1105.00"
"833341","2014.05       ","2","673.00"
"833341","2014.04       ","1","432.00"
"833341","--            ","",""
"838421","2014.09       ","1","1012.00"
"838421","2014.07       ","1","409.00"
"838421","2014.01       ","1","161.00"
"838421","2013.10       ","1","114.00"
"838421","2013.08       ","1","38.00"
"838421","2013.02       ","1","171.00"
"838421","2012.08       ","1","28.00"
"838421","2012.05       ","1","197.00"
"831368","2015.02       ","1","225.00"
"831368","2015.01       ","1","257.00"
"831368","2014.10       ","1","2543.00"
"831368","2014.09       ","1","12713.00"
"831368","2014.07       ","1","1220.00"
"831368","2014.06       ","1","71.00"
"831368","2014.01       ","1","3738.00"
"831368","--            ","",""
"838478","2015.02       ","1","531.00"
"838478","2015.01       ","1","739.00"
"838478","2014.12       ","1","1978.00"
"838478","2014.11       ","1","901.00"
"838478","2014.08       ","1","145.00"
"838478","2014.05       ","1","1595.00"
"838478","2014.03       ","1","356.00"
"838478","2014.01       ","1","1130.00"
"838478","2013.10       ","1","449.00"
"838478","2013.08       ","1","1474.00"
"838478","2013.07       ","1","1179.00"
"838478","2013.03       ","1","1061.00"
"838478","2012.12       ","1","1002.00"
"838478","2012.04       ","1","33.00"
"838478","2014.06       ","1","1212.00"
"838478","2014.05       ","1","890.00"
"838478","2014.02       ","1","1175.00"
"838478","--            ","",""
"836604","2014.12       ","1","433.00"
"836604","2014.10       ","1","377.00"
"836604","2015.03       ","7","4180.00"
"836604","2015.02       ","6","3549.00"
"836604","2015.01       ","5","2935.00"
"836604","2014.12       ","4","2339.00"
"836604","2014.11       ","3","1753.00"
"836604","2014.10       ","2","1182.00"
"836604","2014.09       ","1","427.00"
"836604","2014.07       ","1","854.00"
"836604","2012.06       ","7","4720.00"
"836604","2012.05       ","6","4667.00"
"836604","2012.04       ","5","4613.00"
"854767","2015.12       ","1","75.00"
"854767","--            ","",""
"855885","2015.02       ","1","89.00"
"855885","2013.02       ","1","6.00"
"859420","2014.03       ","1","3254.00"
"859420","2013.12       ","1","534.00"
"859450","2013.01       ","2","2586.00"
"859450","2012.12       ","2","2890.00"
"859450","2012.11       ","2","2985.00"
"859450","2012.10       ","1","1489.00"
"859450","2012.08       ","1","1489.00"
"859450","--            ","",""
"858433","2015.01       ","1","8830.00"
"858433","2014.10       ","4","1766.00"
"858433","2014.09       ","3","1824.00"
"858433","2014.08       ","2","1955.00"
"858433","2014.07       ","1","1926.00"
"858433","2013.10       ","3","1835.00"
"858433","2013.09       ","2","2141.00"
"858433","2013.08       ","1","2342.00"
"858433","2013.05       ","1","9507.00"
"858433","2013.02       ","1","3760.00"
"858433","2012.09       ","3","353.00"
"858433","2012.08       ","2","1375.00"
"858433","2012.07       ","1","1825.00"
"858433","2012.04       ","1","1935.00"
"860118","2014.12       ","1","3815.00"
"860118","2014.09       ","1","783.00"
"860118","2014.07       ","1","3832.00"
"860118","--            ","",""
"860118","2015.01       ","2","61.00"
"860118","2014.12       ","1","30.00"
"860118","2014.07       ","1","30.00"
"860118","2014.03       ","1","19.00"
"860118","2013.09       ","1","31.00"
"860118","2013.03       ","1","30.00"
"860118","2012.11       ","2","105.00"
"860118","2012.10       ","1","52.00"
"860118","2012.08       ","1","28.00"
"860118","2012.04       ","1","20.00"
"860118","2016.05       ","1","234.00"
"860118","2016.03       ","1","410.00"
"860118","2016.01       ","1","489.00"
"860118","2015.11       ","2","1981.00"
"860118","2015.10       ","1","919.00"
"860118","--            ","",""
"859228","2015.02       ","1","7640.00"
"859228","2014.12       ","1","1786.00"
"859228","2014.03       ","1","363.00"
"859228","2014.01       ","1","303.00"
"859228","2015.01       ","1","206.00"
"859228","--            ","",""
"859228","2015.03       ","1","275.00"
"859228","2015.01       ","1","257.00"
"858648","2013.05       ","2","20.00"
"858648","2013.04       ","1","20.00"
"858648","2013.03       ","2","1314.00"
"858648","2013.02       ","4","7419.00"
"858648","2013.01       ","3","7736.00"
"858648","2012.12       ","2","6032.00"
"858648","2012.11       ","2","5170.00"
"858648","2012.10       ","2","6915.00"
"858648","2012.09       ","1","3701.00"
"858648","2012.07       ","1","429.00"
"848014","2014.08       ","2","58.00"
"848014","2014.07       ","3","1103.00"
"848014","2014.06       ","2","1050.00"
"848014","2014.05       ","1","1000.00"
"848014","2014.10       ","1","1873.00"
"848014","2014.08       ","1","73.00"
"848014","2012.11       ","1","1023.00"
"848014","2012.05       ","1","1081.00"
"848059","2015.02       ","1","1354.00"
"848059","2014.12       ","1","1179.00"
"848059","2014.08       ","1","1226.00"
"848059","2014.06       ","1","3701.00"
"848059","2014.04       ","1","1731.00"
"848059","2014.02       ","1","2368.00"
"848059","2013.12       ","1","662.00"
"848059","2013.11       ","1","2398.00"
"848059","2015.07       ","1","367.00"
"848059","2015.06       ","1","79.00"
"848059","2015.05       ","1","388.00"
"848059","2015.03       ","1","266.00"
"848059","2015.02       ","1","278.00"
"848059","2015.01       ","1","385.00"
"848059","2014.11       ","1","289.00"
"848059","2014.10       ","1","344.00"
"848059","2014.08       ","1","401.00"
"848059","2014.05       ","1","71.00"
"848059","2014.04       ","1","378.00"
"848059","2014.02       ","1","370.00"
"848059","2013.12       ","1","198.00"
"848059","2013.09       ","1","236.00"
"848059","2013.05       ","1","522.00"
"848059","2013.01       ","1","591.00"
"848059","2012.08       ","1","18.00"
"848059","2012.04       ","1","376.00"
"848059","2015.09       ","1","575.00"
"848059","2013.10       ","2","16765.00"
"848059","2013.09       ","1","5244.00"
"848059","--            ","",""
"853919","2015.01       ","1","2480.00"
"853919","--            ","",""
"829518","2014.01       ","1","4430.00"
"829518","--            ","",""
"829518","2014.09       ","1","1257.00"
"829518","--            ","",""
"829566","2013.02       ","2","397.00"
"829566","2013.01       ","1","197.00"
"829566","2012.08       ","1","74.00"
"829566","2012.06       ","2","198.00"
"829566","2012.05       ","1","98.00"
"829566","--            ","",""
"829566","2012.11       ","1","422.00"
"829566","2012.08       ","2","1384.00"
"829566","2012.07       ","1","415.00"
"829566","2012.04       ","1","597.00"
"830767","2014.07       ","1","228.00"
"830767","2014.05       ","1","245.00"
"830767","2014.03       ","1","287.00"
"830767","2014.01       ","1","102.00"
"830767","2013.11       ","1","72.00"
"830767","2013.09       ","1","232.00"
"830767","2014.08       ","1","3188.00"
"830767","2014.03       ","1","227.00"
"830767","2013.10       ","1","328.00"
"830767","2013.03       ","2","32.00"
"830767","2013.02       ","1","16.00"
"830767","2012.07       ","1","90.00"
"848767","2012.10       ","1","301.00"
"848767","--            ","",""
"849827","2012.12       ","2","780.00"
"849827","2012.11       ","1","451.00"
"849827","2012.09       ","3","1858.00"
"849827","2012.08       ","2","1225.00"
"849827","2012.07       ","1","634.00"
"849827","2012.05       ","2","1270.00"
"849827","2012.04       ","1","678.00"
"849827","--            ","",""
"849827","2012.11       ","3","2806.00"
"849827","2012.10       ","2","2276.00"
"849827","2012.09       ","1","1744.00"
"849827","2012.07       ","2","2041.00"
"849827","2012.06       ","1","1092.00"
"849827","2012.04       ","3","773.00"
"849827","2012.12       ","6","3257.00"
"849827","2012.11       ","5","4017.00"
"849827","2012.10       ","4","3197.00"
"849827","2012.09       ","3","2385.00"
"849827","2012.08       ","2","1585.00"
"849827","2012.07       ","1","805.00"
"849827","2012.11       ","1","807.00"
"849827","2012.09       ","3","2261.00"
"849827","2012.08       ","2","1761.00"
"849827","2012.07       ","1","489.00"
"849827","2012.12       ","1","535.00"
"849827","2012.10       ","1","636.00"
"849827","2012.08       ","3","2021.00"
"849827","2012.07       ","2","1238.00"
"849827","2012.06       ","1","559.00"
"849827","2012.05       ","2","1280.00"
"849827","2012.04       ","1","548.00"
"849827","--            ","",""
"849827","2012.12       ","2","4380.00"
"849827","2012.11       ","3","5036.00"
"849827","2012.10       ","2","3039.00"
"849827","2012.09       ","1","1378.00"
"849827","2012.07       ","2","2374.00"
"849827","2012.06       ","2","2900.00"
"849827","2012.05       ","1","1283.00"
"849827","--            ","",""
"849827","2012.11       ","3","2145.00"
"849827","2012.10       ","2","1385.00"
"849827","2012.09       ","1","792.00"
"849827","2012.08       ","2","1174.00"
"849827","2012.07       ","1","440.00"
"849827","--            ","",""
"850367","2013.10       ","1","2.00"
"850367","--            ","",""
"850367","2012.08       ","1","3059.00"
"850367","--            ","",""
"850367","2013.01       ","1","560.00"
"850367","--            ","",""
"850367","2013.01       ","1","1002.00"
"850367","--            ","",""
"850367","2013.01       ","1","241.00"
"850367","2012.08       ","1","164.00"
"850367","2012.05       ","1","2454.00"
"850367","--            ","",""
"850367","2012.08       ","1","2779.00"
"850367","--            ","",""
"828502","2014.07       ","1","1000.00"
"828502","--            ","",""
"853420","2014.12       ","1","750.00"
"853420","2014.10       ","1","746.00"
"852848","2015.02       ","1","210.00"
"852848","2015.01       ","1","302.00"
"852848","2014.10       ","2","611.00"
"852848","2014.09       ","1","302.00"
"852848","2014.07       ","2","621.00"
"852848","2014.06       ","1","307.00"
"852848","2014.04       ","1","301.00"
"852848","2014.02       ","2","612.00"
"852848","2014.01       ","1","303.00"
"852848","2013.11       ","1","281.00"
"852848","2013.09       ","1","300.00"
"852848","2013.06       ","3","906.00"
"852848","2013.05       ","2","597.00"
"852848","2013.04       ","1","294.00"
"852848","2012.12       ","1","303.00"
"852848","2012.10       ","1","306.00"
"852848","2012.08       ","2","321.00"
"852848","2012.07       ","1","17.00"
"852848","2012.06       ","1","304.00"
"852848","2012.04       ","1","301.00"
"852848","2013.05       ","1","1049.00"
"852848","2013.03       ","1","355.00"
"852848","2013.02       ","1","652.00"
"852848","2013.01       ","1","934.00"
"852848","2012.10       ","1","1347.00"
"852848","2012.08       ","2","1550.00"
"852848","2012.07       ","1","1042.00"
"852848","2012.06       ","1","511.00"
"852848","2012.05       ","1","1120.00"
"852848","--            ","",""
"852848","2013.02       ","5","134.00"
"852848","2013.01       ","4","122.00"
"852848","2012.12       ","3","111.00"
"852848","2012.11       ","2","99.00"
"852848","2012.10       ","1","88.00"
"852848","--            ","",""
"852848","2012.10       ","2","1302.00"
"852848","2012.09       ","1","597.00"
"852848","2012.07       ","1","423.00"
"852848","2012.06       ","1","315.00"
"852848","2012.05       ","1","599.00"
"852848","--            ","",""
"852861","2014.11       ","1","555.00"
"852861","2014.08       ","1","126.00"
"852861","2014.01       ","1","1321.00"
"852861","2013.11       ","1","1305.00"
"852861","2013.01       ","1","927.00"
"852861","--            ","",""
"852861","2014.12       ","1","2813.00"
"852861","2014.10       ","1","5626.00"
"852861","2014.08       ","1","157.00"
"852861","--            ","",""
"852861","2015.02       ","1","1514.00"
"852861","2013.09       ","1","2317.00"
"852861","2012.12       ","1","2295.00"
"852861","--            ","",""
"852861","2015.01       ","1","1081.00"
"852861","2014.11       ","1","1209.00"
"852861","2014.08       ","1","1004.00"
"852861","2013.09       ","1","1177.00"
"852861","2013.11       ","1","2042.00"
"852861","--            ","",""
"849410","2014.12       ","1","193.00"
"849410","2014.07       ","1","155.00"
"849410","2014.05       ","1","179.00"
